index_row(0);index_name(1);WSI_relative_path(2);WSI_name(3);background_R(4);background_G(5);background_B(6);absorption_R(7);absorption_G(8);absorption_B(9);cov_mat_r0c0(10);r0c1(11);r0c2(12);r1c0(13);r1c1(14);r1c2(15);r2c0(16);r2c1(17);r2c2(18);eigen_vector_dominant_element0(19);eigen_vector_dominant_element1(20);eigen_vector_dominant_element2(21);eigen_vector_sub_dominant_element0(22);eigen_vector_sub_dominant_element1(23);eigen_vector_sub_dominant_element2(24);eigen_vector_residual_element0(25);eigen_vector_residual_element1(26);eigen_vector_residual_element2(27);eigen_value_dominant(28);eigen_value_sub_dominant(29);eigen_value_residual(30);H_E_angle_thresh(31);H_exclude_portion(32);E_exclude_portion(33);H_angle_degree(34);E_angle_degree(35);Matrix_RGBabsorption_to_HERes_r0Hc0R(36);r0Hc1G(37);r0Hc2B(38);r1Ec0R(39);r1Ec1G(40);r1Ec2B(41);r2RESc0R(42);r2RESc1G(43);r2RESc2B(44);H_max(45);E_max(46);H_mean_normalized_by_max(47);E_mean_normalized_by_max(48);H_std_normalized_by_max(49);E_std_normalized_by_max(50)
1.0;IMG0001;TCGA-CJ-4891-01Z-00-DX1.5E9F7E8F-110A-4A9F-BCD0-9CFBA14E1419.svs;TCGA-CJ-4891-01Z-00-DX1.5E9F7E8F-110A-4A9F-BCD0-9CFBA14E1419;255.0;255.0;255.0;0.07565951795756033;0.1327894164006968;0.08520788683489106;0.006436180207503664;0.008968184557916665;0.005463130125429599;0.008968184557916665;0.014766926475008324;0.008893751991176594;0.005463130125429599;0.008893751991176594;0.005978840939065689;0.4739641567184133;0.7488385053125627;0.4632481744243039;-0.8574062641286057;0.27267080940303934;0.43646893123396435;0.20053048740585824;-0.6040625155236321;0.7712950155161321;0.025945054129500766;0.0008030878084996151;0.0004338056835772954;H_E_angle_thresh;0.01;0.01;-13.812110507860778;20.238916827365756;1.72955158385174;0.0057404070592244226;-0.44517370197870426;-1.284907870595758;0.7921743000125862;0.9544804350490039;0.20053048740585822;-0.6040625155236321;0.7712950155161322;0.7613770078061193;0.5392881997495758;0.06152470657761548;0.08279998877632262;0.06909406191736175;0.07050224603570411
2.0;IMG0002;TCGA-BP-4787-01Z-00-DX1.8bac7e59-04be-43a6-8656-501bf157452c.svs;TCGA-BP-4787-01Z-00-DX1.8bac7e59-04be-43a6-8656-501bf157452c;255.0;255.0;255.0;0.19217532227017156;0.3409601146675086;0.1972052371567289;0.025364290206189227;0.0361023855548162;0.017468203565893754;0.0361023855548162;0.05704022345110084;0.029026237157117978;0.017468203565893754;0.029026237157117978;0.01661892720565331;0.4978493899694365;0.7717422891151262;0.3956764133713376;-0.720899844140158;0.11461932293176891;0.6834953002979306;0.482130065050662;-0.6255207830296357;0.6134120559397539;0.0952117069273762;0.0030623488739272195;0.0007493850616399906;H_E_angle_thresh;0.01;0.01;-9.950256077572703;23.93855812959373;1.543975519484892;0.373719665873963;-0.8324381542070253;-1.1191717942579482;0.44163283075941057;1.3299981247137387;0.482130065050662;-0.6255207830296355;0.6134120559397542;1.1738457064766357;0.594548040454643;0.11073701088255208;0.1663318710375121;0.09358261883941196;0.10105105709943529
3.0;IMG0003;TCGA-AS-3778-01Z-00-DX1.E44DEEAC-DDAC-476A-A8EB-A7E3689B4121.svs;TCGA-AS-3778-01Z-00-DX1.E44DEEAC-DDAC-476A-A8EB-A7E3689B4121;255.0;255.0;255.0;0.07337276995828963;0.17194697784141222;0.12239533555089588;0.009636269499203987;0.016245510519843985;0.01035229448613283;0.016245510519843985;0.033725960158259585;0.023055288813631173;0.01035229448613283;0.023055288813631173;0.01669733368160584;0.37298403762159227;0.7642472216230379;0.5261264980220647;-0.8426436237661133;0.0416586606917001;0.5368577831378499;0.38837434390779163;-0.6435765224360198;0.6595260637483189;0.05752626188875161;0.0022375591750687317;0.00029574227524907303;H_E_angle_thresh;0.01;0.01;-11.555582815781232;21.23920124955475;1.699542588031418;0.4394664733181992;-0.5719689541923207;-1.3862710951881587;0.3580054715851801;1.165679547398864;0.38837434390779163;-0.64357652243602;0.6595260637483189;1.103293213545869;0.9718783032954937;0.05903179029074588;0.05274176186661971;0.07962801703162053;0.04630404115543248
4.0;IMG0004;TCGA-B4-5377-01Z-00-DX1.E4AA3C18-D6A3-47C5-9FA9-38238F075DAB.svs;TCGA-B4-5377-01Z-00-DX1.E4AA3C18-D6A3-47C5-9FA9-38238F075DAB;255.0;255.0;255.0;0.17519051877372163;0.31267987735330627;0.1923573768991838;0.03738809644143763;0.04804379639636937;0.025695584512218823;0.04804379639636937;0.07020101322494683;0.039134475540211336;0.025695584512218823;0.039134475540211336;0.024210011618935743;0.5234528407002341;0.7427695485488528;0.41748116282221565;-0.7663618395761368;0.196271378773136;0.6116919786264753;0.37240657137641314;-0.640133535774393;0.6719690483739847;0.1260549024126773;0.00457408640883623;0.0011701324638066467;H_E_angle_thresh;0.01;0.01;-7.577816932462157;24.066908075474203;1.7406015041105098;0.23576509223579045;-0.7400494075979863;-1.3163805627667706;0.5575295951297675;1.2606565214360046;0.37240657137641286;-0.6401335357743928;0.6719690483739846;1.5436772013715578;0.8392644185854765;0.07653864343426386;0.11093492661077681;0.09016828934615867;0.0854468050832152
5.0;IMG0005;TCGA-CZ-5986-01Z-00-DX1.a932e2c0-41e3-4c88-a973-59d57d6dcdcc.svs;TCGA-CZ-5986-01Z-00-DX1.a932e2c0-41e3-4c88-a973-59d57d6dcdcc;255.0;255.0;255.0;0.14139546179356766;0.2759910237204822;0.18055081539985196;0.024682698457140467;0.033881163686141455;0.018447894037388998;0.033881163686141455;0.05440907310152449;0.03270165945810112;0.018447894037388998;0.03270165945810112;0.023668785623107817;0.47541386561890253;0.7497008488334506;0.46035887483103505;-0.6820568046771003;-0.016427699301803322;0.7311146598785404;0.5556799182721618;-0.6615729498355067;0.5035286093907573;0.0959750846665684;0.00572396053836598;0.0010615119768384242;H_E_angle_thresh;0.01;0.01;-9.784767804667354;26.31759722717106;1.3952706258708092;0.5890779454994707;-0.7658071975907725;-1.0035807537747359;0.1887567298146061;1.355525793475085;0.5556799182721618;-0.6615729498355065;0.5035286093907574;1.3546517771245963;1.081809106081215;0.08179151627007196;0.07160906919947459;0.0940642437994255;0.059624142141018674
6.0;IMG0006;TCGA-BP-5195-01Z-00-DX1.910fae7d-503e-4758-bb45-7c039ff9d179.svs;TCGA-BP-5195-01Z-00-DX1.910fae7d-503e-4758-bb45-7c039ff9d179;255.0;255.0;255.0;0.21948490692485959;0.3659784682699342;0.2188216107318456;0.03231767864166029;0.04353255720490671;0.0209135289989246;0.04353255720490671;0.06695463175668516;0.035795243532272134;0.0209135289989246;0.035795243532272134;0.02434032817601146;0.5024671357884586;0.7589483439653055;0.4141547882674586;-0.625585663658777;-0.011507687155997814;0.7800706061382696;0.5967992584421921;-0.6510491412548215;0.4690049688374411;0.11530897778061514;0.007040452656680058;0.0012632081370617376;H_E_angle_thresh;0.01;0.01;-13.706718133762477;28.848019028082486;1.168702006303993;0.5563599372274869;-0.7148385488806769;-0.7226280560075513;0.2493802227774191;1.2657065644985868;0.596799258442192;-0.6510491412548213;0.4690049688374416;1.1827556358877376;0.9758057128566269;0.12838919418955852;0.10741164287626728;0.1068792084846;0.07740752542835483
7.0;IMG0007;TCGA-CJ-4882-01Z-00-DX1.C39D94E4-192C-4B0F-93E6-6A18AA9F11A8.svs;TCGA-CJ-4882-01Z-00-DX1.C39D94E4-192C-4B0F-93E6-6A18AA9F11A8;255.0;255.0;255.0;0.18326008387295759;0.33028475267253804;0.17647646085726;0.02075004103980977;0.026053979124350216;0.013604970055203341;0.026053979124350216;0.03747711806739368;0.019490193577757244;0.013604970055203341;0.019490193577757244;0.010898020974182436;0.5395674350270572;0.7449371511225521;0.3923463061323988;-0.8383392049591435;0.43229110699265916;0.3321321668305133;0.07780977115242733;-0.5081269916984108;0.8577602228016463;0.06661351448916625;0.0019252603687244475;0.0005864052234951686;H_E_angle_thresh;0.01;0.01;-5.446953582577407;23.92522373702377;2.008486406276326;-0.18969534764596507;-0.2945685603703722;-1.5970777639917366;1.0215522925071678;0.7500307562430312;0.07780977115242743;-0.508126991698411;0.8577602228016464;1.1547621662316594;0.4870401311179777;0.10973579525222477;0.18179745710196296;0.09419161726426903;0.0938028006845695
8.0;IMG0008;TCGA-CZ-5465-01Z-00-DX1.1b6e44b4-cfa8-4804-a5d5-b50876b95669.svs;TCGA-CZ-5465-01Z-00-DX1.1b6e44b4-cfa8-4804-a5d5-b50876b95669;255.0;255.0;255.0;0.1565459484600461;0.3281989843362366;0.21307431734666113;0.030954467158595435;0.04161779998478819;0.022040274898691273;0.04161779998478819;0.06565100005393891;0.03771187194702301;0.022040274898691273;0.03771187194702301;0.024715554495176716;0.49048246537494405;0.7540713422511773;0.43681044167375954;-0.7468727798224567;0.10548236947743328;0.6565474244026108;0.44900779717059786;-0.6482668281849182;0.6149326122064701;0.11456645210046046;0.005701933685387277;0.0010526359218633134;H_E_angle_thresh;0.01;0.01;-8.007118566893038;26.166768274269995;1.5784485185830814;0.423464118659761;-0.7061228215957825;-1.1950532743065707;0.3729585980581675;1.2657727207091458;0.4490077971705978;-0.6482668281849182;0.6149326122064702;1.54303858994662;0.7951065714938541;0.07635051302174853;0.12893085689828865;0.08666828494164758;0.08253165838545917
9.0;IMG0009;TCGA-B8-5164-01Z-00-DX1.6d846ab5-2fcf-4a99-8b82-3b77146fccf3.svs;TCGA-B8-5164-01Z-00-DX1.6d846ab5-2fcf-4a99-8b82-3b77146fccf3;255.0;255.0;255.0;0.17326742455992672;0.4261627442322989;0.2685464557840973;0.0346291768201048;0.04335702337195678;0.024893748215122816;0.04335702337195678;0.07462723903476184;0.04631480895413598;0.024893748215122816;0.04631480895413598;0.03052680684295984;0.4639544191969635;0.7530398239495624;0.46655902140417443;-0.8599441272575914;0.25639580219601277;0.4413131434836746;0.21270259731086427;-0.605963873644523;0.766528139688907;0.13003503183909437;0.00892692900468315;0.000821261854048995;H_E_angle_thresh;0.01;0.01;-7.280034231953322;23.921563946641974;1.880516101714082;0.13700406825433828;-0.4135153385806173;-1.5330927038908773;0.6751331796481528;0.9591286721709156;0.21270259731086422;-0.6059638736445231;0.7665281396889073;1.7072173046813217;0.8672440559558992;0.08000449976358842;0.16123038709709678;0.09041503848891702;0.10783326074949275
10.0;IMG0010;TCGA-B0-4700-01Z-00-DX1.1a56e8e5-e1c7-48c7-b17a-5adc9d780613.svs;TCGA-B0-4700-01Z-00-DX1.1a56e8e5-e1c7-48c7-b17a-5adc9d780613;255.0;255.0;255.0;0.127983226623078;0.2482965102488744;0.16466356826069856;0.01727817176044281;0.025795054896427385;0.015107475578201177;0.025795054896427385;0.0454051217683775;0.0291068214583227;0.015107475578201177;0.0291068214583227;0.021503883808875537;0.43382498822265436;0.7540006643029389;0.4932330867088509;-0.7167562663211572;-0.042897774384869025;0.696003042839742;0.5459453583308209;-0.655471417518378;0.5218245744821528;0.07928703724710591;0.004151954426966042;0.0007481856636238806;H_E_angle_thresh;0.01;0.01;-11.116764033213252;20.033032810315493;1.5890915166614172;0.5772418387363932;-0.9374637284612158;-1.1979296805954027;0.19967106455062386;1.504112421736911;0.5459453583308209;-0.6554714175183779;0.5218245744821526;1.3172259821472625;1.1223588219092682;0.07300875999755262;0.06412175783457795;0.08047822353779839;0.05188934440609215
